"","zip","FDID","name","address","city","state","location","latitude","longitude","geometry"
"467","95227","39020","Clements Rural Fire Protection District","18901 E HWY 88 HWY","Clements","CA","18901 E HWY 88 HWY Clements, CA 95227",38.205817,-121.05361,c(-121.05361, 38.205817)
"468","95228","05020","Copperopolis Fire Protection District","370 Main ST","Copperopolis","CA","370 Main ST Copperopolis, CA 95228",37.942532,-120.65786,c(-120.65786, 37.942532)
"469","95230","39030","Farmington Fire Department","25474 E Hwy 4","Farmington","CA","25474 E Hwy 4 Farmington, CA 95230",37.959439,-120.82329,c(-120.82329, 37.959439)
"470","95231","39085","French Camp-McKinley Fire District","310 E French Camp RD","French Camp","CA","310 E French Camp RD French Camp, CA 95231",37.882742,-121.27978,c(-121.27978, 37.882742)
"471","95236","39040","Linden-Peters Rural County Fire Protection District","17725 E Highway 26","Linden","CA","17725 E Highway 26 Linden, CA 95236",38.018456,-121.05675,c(-121.05675, 38.018456)
"472","95237","39125","Mokelumne Rural Fire District","13157 E Brandt RD","Lockeford","CA","13157 E Brandt RD Lockeford, CA 95237",38.162818,-121.14855,c(-121.14855, 38.162818)
"473","95240","39045","Lodi Fire Department","25 E Pine ST","Lodi","CA","25 E Pine ST Lodi, CA 95240",38.12463,-121.25039,c(-121.25039, 38.12463)
"474","95241","34055","Isleton Fire Department","100 Second ST","Isleton","CA","100 Second ST Isleton, CA 95241",37.889849,-121.253872,c(-121.253872, 37.889849)
"475","95245","05025","Mokelumne Hill Fire Protection District","8160 Church ST","Mokelumne Hill","CA","8160 Church ST Mokelumne Hill, CA 95245",38.300688,-120.62632,c(-120.62632, 38.300688)
"476","95246","05018","Mountain Fire/Rescue Volunteer Fire Company","PO Box 259","Mountain Ranch","CA","PO Box 259 Mountain Ranch, CA 95246",38.26127,-120.50328,c(-120.50328, 38.26127)
"477","95246","05060","Central Calaveras Fire & Rescue Protection District","19927 Jesus Maria RD","Mountain Ranch","CA","19927 Jesus Maria RD Mountain Ranch, CA 95246",38.26127,-120.50328,c(-120.50328, 38.26127)
"478","95247","05030","Murphys Fire Protection District","37 Jones ST","Murphys","CA","37 Jones ST Murphys, CA 95247",38.146124,-120.45458,c(-120.45458, 38.146124)
"479","95249","05065","Calaveras County Fire & Emergency Services","891 Mountain Ranch RD","San Andreas","CA","891 Mountain Ranch RD San Andreas, CA 95249",38.192823,-120.64285,c(-120.64285, 38.192823)
"480","95249","05035","San Andreas Fire Protection District","37 Church Hill RD","San Andreas","CA","37 Church Hill RD San Andreas, CA 95249",38.192823,-120.64285,c(-120.64285, 38.192823)
"481","95252","05045","Jenny Lind Fire Protection District","6501 Jenny Lind RD","Valley Springs","CA","6501 Jenny Lind RD Valley Springs, CA 95252",38.145601,-120.85733,c(-120.85733, 38.145601)
"482","95255","05050","West Point Fire District","195 Spink RD","West Point","CA","195 Spink RD West Point, CA 95255",38.421689,-120.46947,c(-120.46947, 38.421689)
"483","95258","39130","Woodbridge Fire Protection District","400 E Augusta ST","Woodbridge","CA","400 E Augusta ST Woodbridge, CA 95258",38.154118,-121.306,c(-121.306, 38.154118)
"484","95301","24035","Merced County Fire Department","3500 N Apron AVE","Atwater","CA","3500 N Apron AVE Atwater, CA 95301",37.35115,-120.6056,c(-120.6056, 37.35115)
"485","95301","24005","Atwater Fire Department","699 Broadway","Atwater","CA","699 Broadway Atwater, CA 95301",37.35115,-120.6056,c(-120.6056, 37.35115)
"486","95307","50005","Ceres Emergency Services - Fire Division","2755 Third ST","Ceres","CA","2755 Third ST Ceres, CA 95307",37.584282,-120.95064,c(-120.95064, 37.584282)
"487","95310","55005","Columbia Fire Protection District","PO Box 311","Columbia","CA","PO Box 311 Columbia, CA 95310",38.060956,-120.39216,c(-120.39216, 38.060956)
"488","95313","50115","Mountain View Fire Protection District","9633 Crows Landing RD","Crows Landing","CA","9633 Crows Landing RD Crows Landing, CA 95313",37.413659,-121.05649,c(-121.05649, 37.413659)
"489","95316","50015","Denair Volunteer Fire Department","3918 Gratton RD","Denair","CA","3918 Gratton RD Denair, CA 95316",37.552329,-120.78463,c(-120.78463, 37.552329)
"490","95320","39025","Escalon Consolidated Fire District","1749 Coley AVE","Escalon","CA","1749 Coley AVE Escalon, CA 95320",37.797806,-121.00179,c(-121.00179, 37.797806)
"491","95321","55045","Groveland Community Service District Fire Department","18930 Highway 120","Groveland","CA","18930 Highway 120 Groveland, CA 95321",37.840248,-120.04541,c(-120.04541, 37.840248)
"492","95322","24015","Gustine Volunteer Fire Department","686 3rd AVE","Gustine","CA","686 3rd AVE Gustine, CA 95322",37.187494,-121.03232,c(-121.03232, 37.187494)
"493","95326","50030","Hughson Fire Protection District","2315 Charles ST","Hughson","CA","2315 Charles ST Hughson, CA 95326",37.59471,-120.86419,c(-120.86419, 37.59471)
"494","95327","55410","Sierra Conservation Center","5100 O'Byrnes Ferry RD","Jamestown","CA","5100 O'Byrnes Ferry RD Jamestown, CA 95327",37.867243,-120.49157,c(-120.49157, 37.867243)
"495","95328","50150","Keyes Fire Protection District","5629 7TH ST","Keyes","CA","5629 7TH ST Keyes, CA 95328",37.5596,-120.9141,c(-120.9141, 37.5596)
"496","95329","50140","La Grange Fire Department","Main ST","La Grange","CA","Main ST La Grange, CA 95329",37.694235,-120.42421,c(-120.42421, 37.694235)
"497","95330","39055","Lathrop-Manteca Fire District","800 J ST","Lathrop","CA","800 J ST Lathrop, CA 95330",37.816876,-121.28541,c(-121.28541, 37.816876)
"498","95337","39050","Manteca Fire Department","1154 S Union RD","Manteca","CA","1154 S Union RD Manteca, CA 95337",37.782332,-121.23578,c(-121.23578, 37.782332)
"499","95338","22045","Mariposa Public Utility District Fire Department","4992 7TH ST","Mariposa","CA","4992 7TH ST Mariposa, CA 95338",37.505484,-119.92527,c(-119.92527, 37.505484)
"500","95338","22025","Mariposa County Fire Department","4802 Highway 140","Mariposa","CA","4802 Highway 140 Mariposa, CA 95338",37.505484,-119.92527,c(-119.92527, 37.505484)
"501","95340","24030","City of Merced Fire Department","99 E 16TH ST","Merced","CA","99 E 16TH ST Merced, CA 95340",37.294648,-120.47474,c(-120.47474, 37.294648)
"502","95345","","Midpines Volunteer Fire Department","6429 HWY 140","Midpines","CA","6429 HWY 140 Midpines, CA 95345",37.576262,-119.94865,c(-119.94865, 37.576262)
"503","95346","55015","Mi-Wuk Sugar Pine Fire Protection District","24247 Highway 108","Mi Wuk Village","CA","24247 Highway 108 Mi Wuk Village, CA 95346",38.079632,-120.16872,c(-120.16872, 38.079632)
"504","95351","50045","Burbank Paradise Fire District","1313 Beverly DR","Modesto","CA","1313 Beverly DR Modesto, CA 95351",37.626067,-120.99955,c(-120.99955, 37.626067)
"505","95354","50040","Modesto Fire Department","600 11TH ST","Modesto","CA","600 11TH ST Modesto, CA 95354",37.644481,-120.98043,c(-120.98043, 37.644481)
"506","95358","50070","Woodland Avenue Fire Protection District","3300 Woodland AVE","Modesto","CA","3300 Woodland AVE Modesto, CA 95358",37.622898,-121.05181,c(-121.05181, 37.622898)
"507","95358","50065","Westport Fire Protection District","5160 S Carpenter RD","Modesto","CA","5160 S Carpenter RD Modesto, CA 95358",37.622898,-121.05181,c(-121.05181, 37.622898)
"508","95360","50080","City of Newman Fire Department","1162 N ST","Newman","CA","1162 N ST Newman, CA 95360",37.312014,-121.0314,c(-121.0314, 37.312014)
"509","95361","50085","Oakdale City Fire Department","325 East G ST","Oakdale","CA","325 East G ST Oakdale, CA 95361",37.776528,-120.84756,c(-120.84756, 37.776528)
"510","95361","50090","Oakdale Rural Fire Protection District","1398 East F ST","Oakdale","CA","1398 East F ST Oakdale, CA 95361",37.776528,-120.84756,c(-120.84756, 37.776528)
"511","95363","50130","Patterson Fire Department","344 W Las Palmas","Patterson","CA","344 W Las Palmas Patterson, CA 95363",37.477477,-121.14555,c(-121.14555, 37.477477)
"512","95363","50100","West Stanislaus County Fire Protection District","344 W Las Palmas AVE","Patterson","CA","344 W Las Palmas AVE Patterson, CA 95363",37.477477,-121.14555,c(-121.14555, 37.477477)
"513","95364","55555","USDA Forest Service Summit R.D.","1 Pinecrest Lake RD","Pinecrest","CA","1 Pinecrest Lake RD Pinecrest, CA 95364",38.275328,-119.89619,c(-119.89619, 38.275328)
"514","95366","39060","Ripon Fire District","142 S Stockton AVE","Ripon","CA","142 S Stockton AVE Ripon, CA 95366",37.742895,-121.12546,c(-121.12546, 37.742895)
"515","95367","50075","Stanislaus Consolidated Fire Protection District","3324 Topeka ST","Riverbank","CA","3324 Topeka ST Riverbank, CA 95367",37.731272,-120.94365,c(-120.94365, 37.731272)
"516","95368","50060","Salida Fire Protection District","4820 Salida BLVD","Salida","CA","4820 Salida BLVD Salida, CA 95368",37.708727,-121.08928,c(-121.08928, 37.708727)
"517","95370","55020","City of Sonora Fire Department","201 S Shepherd ST","Sonora","CA","201 S Shepherd ST Sonora, CA 95370",37.995238,-120.3437,c(-120.3437, 37.995238)
"518","95370","55010","Jamestown Fire Protection District","18440 Striker CT","Sonora","CA","18440 Striker CT Sonora, CA 95370",37.995238,-120.3437,c(-120.3437, 37.995238)
"519","95370","55050","Tuolumne County Fire Department","18440 Striker CT","Sonora","CA","18440 Striker CT Sonora, CA 95370",37.995238,-120.3437,c(-120.3437, 37.995238)
"520","95375","55025","Strawberry Volunteer Fire Department","27217 Tananger LN","Strawberry","CA","27217 Tananger LN Strawberry, CA 95375",38.184096,-120.021342,c(-120.021342, 38.184096)
"521","95376","39120","South San Joaquin County Fire Authority","835 N Central AVE","Tracy","CA","835 N Central AVE Tracy, CA 95376",37.728417,-121.42399,c(-121.42399, 37.728417)
"522","95378","39410","Deuel Vocational Institution Fire Dept","23500 Kasson RD","Tracy","CA","23500 Kasson RD Tracy, CA 95378",37.889849,-121.253872,c(-121.253872, 37.889849)
"523","95379","55030","Tuolumne Fire District","18690 Main ST","Tuolumne","CA","18690 Main ST Tuolumne, CA 95379",37.957978,-120.2297,c(-120.2297, 37.957978)
"524","95380","50120","Turlock Rural Fire Protection District","690 W Canal DR","Turlock","CA","690 W Canal DR Turlock, CA 95380",37.48858,-120.85196,c(-120.85196, 37.48858)
"525","95380","50110","Turlock Fire and Emergency Services","244 N Broadway","Turlock","CA","244 N Broadway Turlock, CA 95380",37.48858,-120.85196,c(-120.85196, 37.48858)
"526","95383","55035","Twain Harte C.S.D.- Fire Division","18781 Cedar DR","Twain Harte","CA","18781 Cedar DR Twain Harte, CA 95383",38.055888,-120.23002,c(-120.23002, 38.055888)
"527","95403","49201","Sonoma County Department of Fire and Emergency Services","2300 County Center DR","Santa Rosa","CA","2300 County Center DR Santa Rosa, CA 95403",38.480494,-122.74976,c(-122.74976, 38.480494)
"528","95404","49160","Bennett Valley Fire Protection District","6161 Bennett Valley RD","Santa Rosa","CA","6161 Bennett Valley RD Santa Rosa, CA 95404",38.457611,-122.69317,c(-122.69317, 38.457611)
"529","95407","49145","Santa Rosa Fire Department","2373 Circadian WAY","Santa Rosa","CA","2373 Circadian WAY Santa Rosa, CA 95407",38.404991,-122.7275,c(-122.7275, 38.404991)
"530","95412","49905","Annapolis Volunteer Fire Department","36303 Annapolis RD","Annapolis","CA","36303 Annapolis RD Annapolis, CA 95412",38.717819,-123.32757,c(-123.32757, 38.717819)
"531","95415","23010","Anderson Valley Fire Department","14281 Highway 128","Boonville","CA","14281 Highway 128 Boonville, CA 95415",39.026811,-123.38621,c(-123.38621, 39.026811)
"532","95419","49030","Camp Meeker Volunteeer Fire Company, Fire Division","5240 Bohemian HWY","Camp Meeker","CA","5240 Bohemian HWY Camp Meeker, CA 95419",38.424554,-122.96067,c(-122.96067, 38.424554)
"533","95421","49035","Cazadero Volunteer Fire Department","5985 Cazadero Highway","Cazadero","CA","5985 Cazadero Highway Cazadero, CA 95421",38.562843,-123.16785,c(-123.16785, 38.562843)
"534","95421","49225","Timber Cove Fire Protection District","30800 Seaview RD","Cazadero","CA","30800 Seaview RD Cazadero, CA 95421",38.562843,-123.16785,c(-123.16785, 38.562843)
"535","95422","17005","Lake County Fire Protection District","14815 Olympic DR","Clearlake","CA","14815 Olympic DR Clearlake, CA 95422",38.956206,-122.63523,c(-122.63523, 38.956206)
"536","95425","49040","Cloverdale Fire Protection District","116 Broad ST","Cloverdale","CA","116 Broad ST Cloverdale, CA 95425",38.795668,-122.997,c(-122.997, 38.795668)
"537","95427","23015","Comptche Volunteer Fire Department","8491 Flynn Creek RD","Comptche","CA","8491 Flynn Creek RD Comptche, CA 95427",39.240872,-123.54765,c(-123.54765, 39.240872)
"538","95428","23020","Covelo Fire Protection District","PO Box 36","Covelo","CA","PO Box 36 Covelo, CA 95428",39.825781,-123.23026,c(-123.23026, 39.825781)
"539","95431","49490","Eldridge Fire Department","15000 Arnold DR","Eldridge","CA","15000 Arnold DR Eldridge, CA 95431",38.347913,-122.51753,c(-122.51753, 38.347913)
"540","95432","23025","Elk Volunteer Fire Department","End of Louisa ST","Elk","CA","End of Louisa ST Elk, CA 95432",39.103897,-123.64617,c(-123.64617, 39.103897)
"541","95436","49050","Forestville Fire Protection District","6554 Mirabel RD","Forestville","CA","6554 Mirabel RD Forestville, CA 95436",38.495857,-122.90636,c(-122.90636, 38.495857)
"542","95437","23030","Fort Bragg Fire Department","141 N Main ST","Fort Bragg","CA","141 N Main ST Fort Bragg, CA 95437",39.43695,-123.76087,c(-123.76087, 39.43695)
"543","95441","49055","Geyserville Fire Protection District","20975 Geyserville AVE","Geyserville","CA","20975 Geyserville AVE Geyserville, CA 95441",38.710228,-122.95704,c(-122.95704, 38.710228)
"544","95442","49930","Mayacamas Volunteer Fire Department, Inc.","3252 Trinity RD","Glen Ellen","CA","3252 Trinity RD Glen Ellen, CA 95442",38.367948,-122.52468,c(-122.52468, 38.367948)
"545","95442","49060","Glen Ellen Fire Department","13445 Arnold DR","Glen Ellen","CA","13445 Arnold DR Glen Ellen, CA 95442",38.367948,-122.52468,c(-122.52468, 38.367948)
"546","95444","49065","Graton Fire Protection District","3205 Ross RD","Graton","CA","3205 Ross RD Graton, CA 95444",38.434663,-122.8689,c(-122.8689, 38.434663)
"547","95445","23040","South Coast Fire Protection District","39215 Church ST","Gualala","CA","39215 Church ST Gualala, CA 95445",38.813417,-123.55762,c(-123.55762, 38.813417)
"548","95446","49075","Russian River Fire Protection District","14100 Armstron Woods RD","Guerneville","CA","14100 Armstron Woods RD Guerneville, CA 95446",38.509737,-123.00084,c(-123.00084, 38.509737)
"549","95448","49080","Healdsburg Fire Department","601 Healdsburg AVE","Healdsburg","CA","601 Healdsburg AVE Healdsburg, CA 95448",38.614088,-122.87626,c(-122.87626, 38.614088)
"550","95449","23100","Hopland Volunteer Fire Department","25 Center ST","Hopland","CA","25 Center ST Hopland, CA 95449",38.955142,-123.08125,c(-123.08125, 38.955142)
"551","95451","17020","Kelseyville Fire Protection District","4020 Main ST","Kelseyville","CA","4020 Main ST Kelseyville, CA 95451",38.939725,-122.78548,c(-122.78548, 38.939725)
"552","95452","49090","Kenwood Fire Protection District","9045 Sowoma HWY","Kenwood","CA","9045 Sowoma HWY Kenwood, CA 95452",38.414061,-122.54668,c(-122.54668, 38.414061)
"553","95453","17025","Lakeport Fire Protection District","445 N Main ST","Lakeport","CA","445 N Main ST Lakeport, CA 95453",39.051698,-122.92071,c(-122.92071, 39.051698)
"554","95454","23045","Long Valley Fire Protection District","44954 Willis AVE","Laytonville","CA","44954 Willis AVE Laytonville, CA 95454",39.745588,-123.5223,c(-123.5223, 39.745588)
"555","95458","17055","Northshore Fire Protection District","6257 7TH AVE","Lucerne","CA","6257 7TH AVE Lucerne, CA 95458",39.090421,-122.78972,c(-122.78972, 39.090421)
"556","95459","23915","Irish Beach Water District Volunteer Fire Department","15401 Forestview RD","Manchester","CA","15401 Forestview RD Manchester, CA 95459",38.996389,-123.66468,c(-123.66468, 38.996389)
"557","95460","23050","Mendocino Volunteer Fire Department","44700 Little Lake RD","Mendocino","CA","44700 Little Lake RD Mendocino, CA 95460",39.311858,-123.79166,c(-123.79166, 39.311858)
"558","95461","17040","South Lake Couny Fire Protection District","21095 State Highway 175","Middletown","CA","21095 State Highway 175 Middletown, CA 95461",38.791139,-122.61069,c(-122.61069, 38.791139)
"559","95469","17060","Lake Pillsbury Fire Protection District","29501 Fuller DR","Potter Valley","CA","29501 Fuller DR Potter Valley, CA 95469",39.383027,-123.07856,c(-123.07856, 39.383027)
"560","95470","23070","Redwood Valley Calpella Fire District","8481 East RD","Redwood Valley","CA","8481 East RD Redwood Valley, CA 95470",39.285782,-123.22064,c(-123.22064, 39.285782)
"561","95472","49062","Gold Ridge Fire Protection District","4500 Hessel RD","Sebastopol","CA","4500 Hessel RD Sebastopol, CA 95472",38.393314,-122.83666,c(-122.83666, 38.393314)
"562","95472","49180","Sebastopol Fire Department","7425 Bodega AVE","Sebastopol","CA","7425 Bodega AVE Sebastopol, CA 95472",38.393314,-122.83666,c(-122.83666, 38.393314)
"563","95476","49205","Schell-Vista Fire Protection District","22950 Broadway","Sonoma","CA","22950 Broadway Sonoma, CA 95476",38.277147,-122.47058,c(-122.47058, 38.277147)
"564","95476","49200","Sonoma Valley Fire & Rescue Authority","630 2ND ST W","Sonoma","CA","630 2ND ST W Sonoma, CA 95476",38.277147,-122.47058,c(-122.47058, 38.277147)
"565","95482","23075","Ukiah Fire Department","300 Seminary AVE","Ukiah","CA","300 Seminary AVE Ukiah, CA 95482",39.154946,-123.20088,c(-123.20088, 39.154946)
"566","95482","23080","Ukiah Valley Fire District","1500 S State ST","Ukiah","CA","1500 S State ST Ukiah, CA 95482",39.154946,-123.20088,c(-123.20088, 39.154946)
"567","95488","23910","Westport Volunteer Fire Department","37551 N HWY 1","Westport","CA","37551 N HWY 1 Westport, CA 95488",39.727052,-123.79238,c(-123.79238, 39.727052)
"568","95490","23011","Brooktrails Township Fire Department","24860 Birch ST","Willits","CA","24860 Birch ST Willits, CA 95490",39.451662,-123.37285,c(-123.37285, 39.451662)
"569","95490","23555","California Department of Forestry and Fire Protection","17501 N Highway 101 HWY","Willits","CA","17501 N Highway 101 HWY Willits, CA 95490",39.451662,-123.37285,c(-123.37285, 39.451662)
"570","95490","23090","Little Lake Fire Protection District","74 E Commercial ST","Willits","CA","74 E Commercial ST Willits, CA 95490",39.451662,-123.37285,c(-123.37285, 39.451662)
"571","95492","49170","Rincon Valley Fire Protection District","8200 Old Redwood HWY","Windsor","CA","8200 Old Redwood HWY Windsor, CA 95492",38.54486,-122.80785,c(-122.80785, 38.54486)
"572","95492","49215","Windsor Fire Protection District","8200 Old Redwood HWY","Windsor","CA","8200 Old Redwood HWY Windsor, CA 95492",38.54486,-122.80785,c(-122.80785, 38.54486)
"573","95497","49070","Sea Ranch Volunteer Fire Company, Fire Division","960 Annapolis RD","The Sea Ranch","CA","960 Annapolis RD The Sea Ranch, CA 95497",38.725628,-123.47625,c(-123.47625, 38.725628)
"574","95501","12045","Humboldt Bay Fire Authority","533 C ST","Eureka","CA","533 C ST Eureka, CA 95501",40.793739,-124.16102,c(-124.16102, 40.793739)
"575","95503","12050","Humboldt No. 1 Fire Protection District","3455 Harris ST","Eureka","CA","3455 Harris ST Eureka, CA 95503",40.757091,-124.1513,c(-124.1513, 40.757091)
"576","95519","12140","Arcata Fire Protection District","2149 Central AVE","McKinleyville","CA","2149 Central AVE McKinleyville, CA 95519",40.963482,-124.07286,c(-124.07286, 40.963482)
"577","95519","12020","Fieldbrook Volunteer Fire Department","4584 Fieldbrook RD","Fieldbrook","CA","4584 Fieldbrook RD Fieldbrook, CA 95519",40.963482,-124.07286,c(-124.07286, 40.963482)
"578","95525","12025","Blue Lake Volunteer Fire Department","111 1st AVE","Blue Lake","CA","111 1st AVE Blue Lake, CA 95525",40.907437,-123.88348,c(-123.88348, 40.907437)
"579","95526","12195","Bridgeville Volunteer Fire Department","38717 Kneeland RD","Bridgeville","CA","38717 Kneeland RD Bridgeville, CA 95526",40.413386,-123.53267,c(-123.53267, 40.413386)
"580","95528","12035","Carlotta Volunteer Fire Department","7950 State Highway 36","Carlotta","CA","7950 State Highway 36 Carlotta, CA 95528",40.489925,-123.97132,c(-123.97132, 40.489925)
"581","95531","08010","Crescent Fire Protection District","255 W Washington BLVD","Crescent City","CA","255 W Washington BLVD Crescent City, CA 95531",41.782681,-124.16703,c(-124.16703, 41.782681)
"582","95531","08410","Pelican Bay State Prison","5905 Lake Earl DR","Crescent City","CA","5905 Lake Earl DR Crescent City, CA 95531",41.782681,-124.16703,c(-124.16703, 41.782681)
"583","95536","12055","Ferndale Fire Protection District","436 Brown ST","Ferndale","CA","436 Brown ST Ferndale, CA 95536",40.561448,-124.25781,c(-124.25781, 40.561448)
"584","95538","08015","Fort Dick Fire Protection District","6534 Kings Valley RD","Fort Dick","CA","6534 Kings Valley RD Fort Dick, CA 95538",41.892473,-124.145734,c(-124.145734, 41.892473)
"585","95540","12060","Fortuna Volunteer Fire Department","320 N Fortuna BLVD","Fortuna","CA","320 N Fortuna BLVD Fortuna, CA 95540",40.583488,-124.14367,c(-124.14367, 40.583488)
"586","95540","47557","California Department of Forestry","118 Fortuna BLVD","Fortuna","CA","118 Fortuna BLVD Fortuna, CA 95540",40.583488,-124.14367,c(-124.14367, 40.583488)
"587","95540","12555","CDF Humboldt / Del Norte Unit","118 Fortuna BLVD","Fortuna","CA","118 Fortuna BLVD Fortuna, CA 95540",40.583488,-124.14367,c(-124.14367, 40.583488)
"588","95542","12991","Palo Verde Volunteer Fire Department","2729 Island Mountian RD","Garberville","CA","2729 Island Mountian RD Garberville, CA 95542",40.0985,-123.80654,c(-123.80654, 40.0985)
"589","95542","12065","Garberville Fire Protection District","680 Locust ST","Garberville","CA","680 Locust ST Garberville, CA 95542",40.0985,-123.80654,c(-123.80654, 40.0985)
"590","95543","08020","Gasquet Fire Department","100 Firehouse  RD","Gasquet","CA","100 Firehouse  RD Gasquet, CA 95543",41.888557,-123.80079,c(-123.80079, 41.888557)
"591","95545","12047","Honeydew Volunteer Fire Company","PO Box 74","Honeydew","CA","PO Box 74 Honeydew, CA 95545",40.281369,-124.08998,c(-124.08998, 40.281369)
"592","95546","12030","Hoopa Volunteer Fire Department","Highway 96","Hoopa","CA","Highway 96 Hoopa, CA 95546",41.161505,-123.72444,c(-123.72444, 41.161505)
"593","95549","12067","Kneeland Volunteer Fire Department","6201 Greenwood Heights","Kneeland","CA","6201 Greenwood Heights Kneeland, CA 95549",40.691578,-123.87189,c(-123.87189, 40.691578)
"594","95553","12145","Miranda Volunteer Fire Department","115 School RD","Miranda","CA","115 School RD Miranda, CA 95553",40.210793,-123.86447,c(-123.86447, 40.210793)
"595","95554","12155","Fruitland Volunteer Fire Company, Inc.","75 Kelsey LN","Myers Flat","CA","75 Kelsey LN Myers Flat, CA 95554",40.2959,-123.77902,c(-123.77902, 40.2959)
"596","95555","12085","Orick Volunteer Fire Department","101 Swan RD","Orick","CA","101 Swan RD Orick, CA 95555",41.296122,-124.05351,c(-124.05351, 41.296122)
"597","95558","12090","Petrolia Volunteer Fire Department","98 Sherman ST","Petrolia","CA","98 Sherman ST Petrolia, CA 95558",40.272963,-124.21494,c(-124.21494, 40.272963)
"598","95559","12150","Phillipsville Volunteer Fire Department","2973 ST HWY 254","Phillipsville","CA","2973 ST HWY 254 Phillipsville, CA 95559",40.196116,-123.77315,c(-123.77315, 40.196116)
"599","95560","12010","Beginnings Volunteer Fire Department","4700 Briceland Thorn RD","Redway","CA","4700 Briceland Thorn RD Redway, CA 95560",40.131417,-123.85855,c(-123.85855, 40.131417)
"600","95560","12095","Redway Fire Protection District","155 Empire LN","Redway","CA","155 Empire LN Redway, CA 95560",40.131417,-123.85855,c(-123.85855, 40.131417)
"601","95562","12100","Rio Dell Fire Protection District","50 W Center ST E","Rio Dell","CA","50 W Center ST E Rio Dell, CA 95562",40.494813,-124.11637,c(-124.11637, 40.494813)
"602","95563","53014","Salyer Volunteer Fire Department","275 Salyer Loop RD","Salyer","CA","275 Salyer Loop RD Salyer, CA 95563",40.89197,-123.56149,c(-123.56149, 40.89197)
"603","95563","53003","Hawkins Bar Volunteer Fire Department","1 Trinity CT","Salyer","CA","1 Trinity CT Salyer, CA 95563",40.89197,-123.56149,c(-123.56149, 40.89197)
"604","95564","12110","Samoa Peninsula Fire District","1982 Gass ST","Samoa","CA","1982 Gass ST Samoa, CA 95564",40.79348,-124.19929,c(-124.19929, 40.79348)
"605","95565","12115","Scotia Volunteer Fire Department","145 Main ST","Scotia","CA","145 Main ST Scotia, CA 95565",40.459978,-124.06059,c(-124.06059, 40.459978)
"606","95567","08050","Smith River Fire Protection District","245 N Haight AVE","Smith River","CA","245 N Haight AVE Smith River, CA 95567",41.949739,-124.15098,c(-124.15098, 41.949739)
"607","95569","12175","Redcrest Volunteer Fire Department","26459 AVE of the Giants","Redcrest","CA","26459 AVE of the Giants Redcrest, CA 95569",40.35983,-123.87105,c(-123.87105, 40.35983)
"608","95571","12125","Weott Volunteer Fire Department","PO Box 269","Weott","CA","PO Box 269 Weott, CA 95571",40.322683,-123.92367,c(-123.92367, 40.322683)
"609","95573","12135","Willow Creek Volunteer Fire Department","51 Willow RD","Willow Creek","CA","51 Willow RD Willow Creek, CA 95573",40.945039,-123.65806,c(-123.65806, 40.945039)
"610","95573","12905","USDA-Forest Service-Six Rivers NF-LTRD","HWY 96 N","Willow Creek","CA","HWY 96 N Willow Creek, CA 95573",40.945039,-123.65806,c(-123.65806, 40.945039)
"611","95585","23115","Leggett Valley Fire And Rescue","65550 S Drive Thru Tree RD","Leggett","CA","65550 S Drive Thru Tree RD Leggett, CA 95585",39.860285,-123.71685,c(-123.71685, 39.860285)
"612","95587","23055","Piercy Fire Protection District","80401 Highway 271","Piercy","CA","80401 Highway 271 Piercy, CA 95587",39.96266,-123.74471,c(-123.74471, 39.96266)
"613","95589","23120","Whale Gulch Volunteer Fire Company","76850B Usal RD","Whitethorn","CA","76850B Usal RD Whitethorn, CA 95589",40.033316,-124.02379,c(-124.02379, 40.033316)
"614","95589","12130","Whitethorn Fire Protection District","Corner of Briceland Thorn RD and Harris Creek RD","Whitethorn","CA","Corner of Briceland Thorn RD and Harris Creek RD Whitethorn, CA 95589",40.033316,-124.02379,c(-124.02379, 40.033316)
"615","95589","12165","Shelter Cove Fire Department","9126 Shelter Cove RD","Whitehorn","CA","9126 Shelter Cove RD Whitehorn, CA 95589",40.033316,-124.02379,c(-124.02379, 40.033316)
"616","95595","53030","Kettenpom Zenia Volunteer Fire Department","Peak RD","Zenia","CA","Peak RD Zenia, CA 95595",40.202464,-123.46646,c(-123.46646, 40.202464)
"617","95602","29042","Higgins Area Fire Protection District","10106 Combie RD","Auburn","CA","10106 Combie RD Auburn, CA 95602",38.976837,-121.09142,c(-121.09142, 38.976837)
"618","95603","31125","Placer County Fire Department","13760 Lincoln Way","Auburn","CA","13760 Lincoln Way Auburn, CA 95603",38.909605,-121.07971,c(-121.07971, 38.909605)
"619","95603","31020","Placer Consolidated Fire Protection District","11645 Atwood RD","Auburn","CA","11645 Atwood RD Auburn, CA 95603",38.909605,-121.07971,c(-121.07971, 38.909605)
"620","95603","31010","Auburn Fire Department","1225 Lincoln Way RM 7","Auburn","CA","1225 Lincoln Way RM 7 Auburn, CA 95603",38.909605,-121.07971,c(-121.07971, 38.909605)
"621","95606","57775","Yocha Dehe Fire Department","14170 Golf Course DR","Brooks","CA","14170 Golf Course DR Brooks, CA 95606",38.857328,-122.21486,c(-122.21486, 38.857328)
"622","95612","57020","Clarksburg Fire Protection District","PO Box 513","Clarksburg","CA","PO Box 513 Clarksburg, CA 95612",38.383366,-121.57819,c(-121.57819, 38.383366)
